file	obj	non_def	iter	time	best_time
15_2_k4_900	11	0	594	300.236	0.269
15_2_k5_100	11	0	210	301.305	9.974
15_2_k5_1000	11	0	195	300.403	0.912
15_2_k5_200	11	0	180	300.636	6.385
15_2_k5_300	11	0	202	300.368	6.111
15_2_k5_400	11	0	183	300.783	3.844
15_2_k5_500	11	0	188	300.147	9.305
15_2_k5_600	11	0	198	300.686	4.909
15_2_k5_700	11	0	183	300.692	4.791
15_2_k5_800	11	0	180	302.381	1.582
15_2_k5_900	11	0	206	300.728	10.78
15_3_k2_100	8	0	5001	49.923	0.004
15_3_k2_1000	8	0	5001	56.995	0.003
15_3_k2_200	8	0	5001	58.551	0.008
15_3_k2_300	8	0	5001	64.559	0.012
15_3_k2_400	8	0	5001	61.234	0.006
15_3_k2_500	8	0	5001	63.235	0.004
15_3_k2_600	8	0	5001	56.717	0.011
15_3_k2_700	8	0	5001	63.095	0
15_3_k2_800	8	0	5001	85.439	0.003
15_3_k2_900	8	0	5001	79.826	0.005
15_3_k3_100	9	0	2131	300.077	0.026
15_3_k3_1000	9	0	1934	300.108	0.074
15_3_k3_200	9	0	1923	300.129	0.003
15_3_k3_300	9	0	1906	300.193	0.081
15_3_k3_400	9	0	2719	300.102	0.166
15_3_k3_500	9	0	2786	300.093	0.032
15_3_k3_600	9	0	2721	300.024	0.213
15_3_k3_700	9	0	2621	300.018	0.005
15_3_k3_800	9	0	1921	300.032	0.045
15_3_k3_900	9	0	1914	300.2	0.028
15_3_k4_100	10	0	648	300.051	7.407
15_3_k4_1000	10	0	780	300.161	4.571
15_3_k4_200	10	0	777	300.231	0.919
15_3_k4_300	10	0	668	300.429	0.074
15_3_k4_400	10	0	651	300.438	0.12
15_3_k4_500	10	0	707	300.217	3.692
15_3_k4_600	10	0	690	300.048	1.51
15_3_k4_700	10	0	659	300.11	2.571
15_3_k4_800	10	0	650	300.197	1.52
15_3_k4_900	10	0	693	300.103	2.105
15_3_k5_100	11	0	201	301.658	0.773
15_3_k5_1000	11	0	146	301.147	1.717
15_3_k5_200	11	0	187	301.095	3.548
15_3_k5_300	11	0	207	300.891	2.134
15_3_k5_400	11	0	161	302.086	0.518
15_3_k5_500	11	0	199	300.384	1.733
15_3_k5_600	11	0	201	300.181	2.048
15_3_k5_700	11	0	149	300.955	1.26
15_3_k5_800	11	0	132	301.539	3.776
15_3_k5_900	11	0	141	300.265	0.848
15_4_k2_100	9	0	5001	55.943	0.011
15_4_k2_1000	9	0	5001	55.121	0.003
15_4_k2_200	9	0	5001	55.415	0.008
15_4_k2_300	9	0	5001	52.253	0.007
15_4_k2_400	9	0	5001	51.98	0.008
15_4_k2_500	9	0	5001	55.275	0.005
15_4_k2_600	9	0	5001	55.602	0.002
15_4_k2_700	9	0	5001	55.014	0.005
15_4_k2_800	9	0	5001	53.167	0.01
15_4_k2_900	9	0	5001	57.162	0.009
15_4_k3_100	10	0	3173	300.046	0.183
15_4_k3_1000	10	0	2992	300.055	0.011
15_4_k3_200	10	0	2961	300.005	0.167
15_4_k3_300	10	0	2955	300.035	0.097
15_4_k3_400	10	0	3088	300.023	0.285
15_4_k3_500	10	0	3136	300.114	0.03
15_4_k3_600	10	0	3132	300.1	0.037
15_4_k3_700	10	0	2996	300.159	0.114
15_4_k3_800	10	0	3132	300.022	0.154
15_4_k3_900	10	0	2875	300.039	0.06
15_4_k4_100	11	0	479	300.068	0.253
15_4_k4_1000	11	0	474	300.527	0.119
15_4_k4_200	11	0	507	300.219	0.31
15_4_k4_300	11	0	352	300.405	1.66
15_4_k4_400	11	0	615	300.415	0.494
15_4_k4_500	11	0	334	301.165	0.601
15_4_k4_600	11	0	566	300.059	0.645
15_4_k4_700	11	0	457	300.038	0.497
15_4_k4_800	11	0	516	300.215	0.227
15_4_k4_900	11	0	327	300.846	1.772
15_4_k5_100	12	0	155	301.806	1.71
15_4_k5_1000	12	0	142	302.586	0.73
15_4_k5_200	12	0	141	301.745	0.532
15_4_k5_300	12	0	122	301.609	1.69
15_4_k5_400	12	0	151	300.734	0.687
15_4_k5_500	12	0	145	300.099	0.318
15_4_k5_600	12	0	181	300.542	1.43
15_4_k5_700	12	0	157	301.896	0.99
15_4_k5_800	12	0	142	300.246	0.566
15_4_k5_900	12	0	147	300.711	2.09
15_5_k2_100	9	0	5001	83.493	0.03
15_5_k2_1000	9	0	5001	79.189	0.004
15_5_k2_200	9	0	5001	73.807	0.029
15_5_k2_300	9	0	5001	78.055	0.006
15_5_k2_400	9	0	5001	77.44	0.042
15_5_k2_500	9	0	5000	77.506	0.064
15_5_k2_600	9	0	5001	82.876	0.011
15_5_k2_700	9	0	5001	82.737	0.008
15_5_k2_800	9	0	5000	81.695	0.067
15_5_k2_900	9	0	5001	74.76	0.044
15_5_k3_100	10	0	2951	300.035	0.418
15_5_k3_1000	10	0	2780	300.088	0.24
15_5_k3_200	10	0	3021	300.085	0.051
15_5_k3_300	10	0	2863	300.087	0.933
15_5_k3_400	10	0	2947	300.058	0.362
15_5_k3_500	10	0	2953	300.125	0.194
15_5_k3_600	10	0	2891	300.02	1.969
15_5_k3_700	10	0	2845	300.032	0.887
15_5_k3_800	10	0	2696	300.02	0.313
15_5_k3_900	10	0	2821	300.017	0.496
15_5_k4_100	11	0	521	300.173	0.113
15_5_k4_1000	11	0	553	300.421	0.364
15_5_k4_200	11	0	503	300.061	0.346
15_5_k4_300	11	0	343	300.591	0.315
15_5_k4_400	11	0	348	300.284	0.166
15_5_k4_500	11	0	363	300.699	8.407
