file	obj	non_def	iter	time	best_time
runs/real-tries-10-rmax-5/europe-1938.txt-k3	18	0	622	300.103	0
runs/real-tries-10-rmax-5/europe-1938.txt-k4	20	0	117	301.065	0
runs/real-tries-10-rmax-5/europe-1938.txt-k5	21	0	112	301.812	104.427
runs/real-tries-10-rmax-5/europe-1938.txt-k6	23	0	1419	300.164	1.141
runs/real-tries-10-rmax-5/europe-1938.txt-k8	25	0	416	300.415	6.376
runs/real-tries-10-rmax-5/europe.txt-k2	27	0	5000	0.058	0
runs/real-tries-10-rmax-5/europe.txt-k3	30	0	159	601.817	15.258
runs/real-tries-10-rmax-5/europe.txt-k4	32	0	88	607.668	72.914
runs/real-tries-10-rmax-5/europe.txt-k5	35	0	793	600.54	36.26
runs/real-tries-10-rmax-5/europe.txt-k6	37	0	152	601.026	271.414
runs/real-tries-10-rmax-5/europe.txt-k8	42	0	12	640.671	640.671
runs/real-tries-10-rmax-5/fairbanks.txt-k2	10	0	5000	50.041	0
runs/real-tries-10-rmax-5/fairbanks.txt-k3	11	0	3941	300.015	0.084
runs/real-tries-10-rmax-5/fairbanks.txt-k4	12	0	877	300.474	0.321
runs/real-tries-10-rmax-5/fairbanks.txt-k5	12	0	262	300.445	1.843
runs/real-tries-10-rmax-5/fairbanks.txt-k6	13	0	117	300.201	0.212
runs/real-tries-10-rmax-5/fairbanks.txt-k8	14	0	105	302.305	0.137
runs/real-tries-10-rmax-5/fort-lauderdale.txt-k2	42	0	438	601.055	3.336
runs/real-tries-10-rmax-5/fort-lauderdale.txt-k3	51	0	649	600.148	111.819
runs/real-tries-10-rmax-5/fort-lauderdale.txt-k4	55	0	781	600.02	129.885
runs/real-tries-10-rmax-5/fort-lauderdale.txt-k5	58	0	145	602.013	458.85
runs/real-tries-10-rmax-5/fort-lauderdale.txt-k6	65	0	20	602.199	354.705
runs/real-tries-10-rmax-5/fort-lauderdale.txt-k8	65	0	0	0	0
runs/real-tries-10-rmax-5/france-departments.txt-k2	50	0	146	605.028	298.09
runs/real-tries-10-rmax-5/france-departments.txt-k3	62	0	401	600.801	292.161
runs/real-tries-10-rmax-5/france-departments.txt-k4	69	0	236	600.462	488.975
runs/real-tries-10-rmax-5/france-departments.txt-k5	76	0	27	621.416	556.329
